,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
import,0.16565377,-0.61149234,0.3806233,-0.11209532,0.16251135,0.059684835,0.33902538,-0.09098915,-0.24283402,0.4089664,-0.1164754,-0.0018275371,0.009896549,-0.3913324,0.42439148,-0.58421767,0.02193178,0.12104864,-0.4109329,0.6529707,0.28360078,-0.31306812,-0.08847778,0.005734601,0.05871143,0.1991333,-0.18748231,-0.43278095,0.08200896,-0.4349843,-0.36218968,0.050637994,-0.29129684,0.18477038,0.24220558,-0.09190103,-0.108724736,0.1957075,0.047938365,0.07390087,-0.0049012327,0.4335859,-0.24844404,-0.04348526,0.21541893,-0.092741214,-0.20560208,0.21022359,0.105636775,-0.4992491,0.6851793,0.052987054,0.020301657,0.21255615,0.21216725,-0.37026536,-0.40139452,0.09430866,-0.060566474,-0.31019437,-0.4028509,-0.25379327,-0.039793395,0.0036994861,-0.48987746,-0.3225714,-0.30243433,0.41719067,0.024744388,-0.044294942,-0.4023276,-0.0051803812,0.32077655,-0.00059799734,-0.06464373,-0.04213161,0.23935747,-0.13897063,-0.7855297,0.011789089,0.40398896,-0.027853219,0.28351513,0.11313072,-0.13768622,0.26568773,0.23711886,0.34309345,-0.32651362,0.2242387,-0.070443064,-0.024422368,0.1932797,0.25897762,-0.0162675,-0.36833048,-0.41439104,0.51128876,-0.094153784,-0.25785914
bug,0.71040994,0.6614921,0.16383643,0.24460346,0.33495232,-0.004085366,-0.08522102,-0.30286115,-0.16310187,0.025624672,0.34754646,-0.23353381,-0.6038603,0.14350034,-0.695,-0.7929525,-0.90330935,0.19186589,0.2812667,-0.00760414,-0.48564598,0.19360471,0.46347493,0.14483222,0.9872748,-0.6020301,0.23636945,0.56990904,0.4703984,-0.31724715,-0.46286723,0.30331287,0.20489866,-0.6285072,-0.17268844,0.35526237,0.15185902,-0.49461988,0.19402857,-0.25100714,-0.648317,-0.02590402,0.2555617,0.1465837,0.13239613,-0.5281227,-0.07752547,0.52470857,-0.4590882,0.15228975,-0.037225,0.139585,0.047667798,-0.28030974,-0.24535578,-0.2559534,-0.32963836,0.15107347,-0.05078577,0.08404957,-0.2695128,-0.4911726,-0.1338474,0.4876829,-0.1272004,0.51555884,-0.581975,0.24867809,-0.4315323,-0.11694471,0.020950263,0.46655944,0.5962362,-0.7722936,-0.15919898,0.18745029,0.22702685,-0.3593875,1.2522271,-0.22750238,0.4748352,-0.81656677,-0.6004994,-0.11819137,-0.12087781,-0.030876432,0.58555675,-0.3279358,0.14834166,0.39813295,0.52764046,-0.42288247,0.26905885,-0.40019453,0.43269515,-0.12730928,0.15162058,-0.18169938,-0.115163624,0.5839788
cleanup,-0.25935176,-0.15824929,0.09609417,-0.018612029,0.099554054,0.0020103708,0.2292648,-0.40374267,-0.23277728,-0.09034945,0.10829124,0.1625016,-0.16846745,0.039212357,0.17354928,-0.074496396,0.110427186,-0.14915901,-0.42531744,0.18536425,-0.07821392,0.05182559,-0.013567524,-0.16209155,0.07721086,-0.033661615,0.013784005,-0.21983582,-0.080614366,-0.059365246,-0.011080704,0.1427953,0.035073612,0.30573428,-0.0699512,0.03826037,-0.025371538,0.18342175,0.31095806,-0.1956357,0.14319776,0.12877393,0.29394773,-0.32564226,0.112673946,0.1539692,-0.02068268,-0.022817766,-0.004205289,0.049164873,0.11837548,-0.093568884,0.025562387,0.040014375,0.10795028,0.13294409,0.028812142,-0.098417126,0.13389198,-0.19711883,-0.010191905,-0.083373904,-0.07951913,-0.045751818,-0.04774536,-0.1323212,0.03268727,-0.1740896,0.18127842,0.22401857,0.25671822,-0.19766,0.22470884,0.26653636,-0.16876158,0.13724798,-0.21134366,-0.05213413,-0.08964336,-0.02933518,-0.25124982,-0.023644537,0.13004267,-0.03100359,0.14370474,-0.43212324,-0.07900751,-0.05940894,0.055603273,-0.0013219496,0.06762836,-0.080335215,0.09557172,0.043118425,-0.08363312,-0.017741451,-0.16165935,-0.27756822,-0.15106137,-0.18201116
longer,0.026898222,-0.1682433,0.19679861,-0.01483392,-0.07593332,0.14939952,0.28624278,0.08169942,-0.09922098,-0.20702167,-0.16320351,-0.08328962,0.046033245,0.17073235,-0.12276374,0.017395068,-0.08908993,0.17547368,-0.05560582,0.44365835,-0.1776691,0.21202761,-0.12593973,-0.19325417,-0.20251058,-0.30505294,0.09756728,0.054303244,-0.01971675,-0.3063327,0.11073578,-0.18781283,-0.008444663,0.3896429,0.10787673,-0.13209146,0.078266546,0.020598989,-0.028802834,0.012870794,0.10145828,-0.104566574,-0.14163306,-0.2326641,0.2995649,0.04521585,-0.27184263,0.36372352,0.018201066,0.041971285,0.17418696,0.20311613,0.042970173,0.04593324,0.05029622,0.016397424,0.18906012,-0.15755033,0.4238285,-0.022752736,0.014734431,-0.006613332,-0.08853645,-0.2017187,-0.24431059,-0.12324169,-0.11372627,-0.04057989,0.32818225,0.3676033,-0.19174992,0.10228763,0.23365505,0.07318845,0.18982968,0.18550128,-0.22449958,0.10054676,-0.07483716,-0.2568049,-0.24660484,0.09988984,0.13322602,0.079067245,0.045351114,-0.16944046,-0.104502514,-0.16775109,0.106749944,0.19565247,0.08034431,-0.14295612,0.3011357,-0.146649,0.086794876,0.054499455,-0.3364439,-0.21873581,0.087897755,-0.09680035
fixing,-0.080550835,0.41965282,-0.32615453,-0.042000547,0.27552563,0.31887257,-0.28623763,0.21783239,0.0012614238,-0.08195996,0.3490454,-0.071137704,0.7821516,0.24400601,-0.089966536,0.005452297,-0.6906685,0.68003744,-0.27455217,0.0356147,-0.5121153,0.56519663,0.14629874,-0.31062296,0.323344,0.08431174,0.24524328,-0.21856573,0.12312638,-0.08340088,-0.12445324,0.33417344,0.40189186,-0.057870656,-0.031689562,0.20698002,0.057499375,0.107615985,-0.042951092,-0.23338744,-0.07199408,0.19267124,0.30248615,0.24788837,-0.021474807,0.0069552707,0.085649915,-0.40485996,0.22567645,-0.7013279,0.2788834,0.046294454,-0.008306371,-0.23170926,-0.04024072,0.1529935,0.3533542,0.10250154,0.11731034,0.23080172,0.34528133,-0.33490446,-0.48351535,0.18581203,-0.45458505,0.12902485,-0.25087875,0.5752847,-0.22216618,-0.10491552,-0.14114168,-0.3615617,0.106857955,-0.20955975,0.14048536,0.042433634,0.5450074,0.1960615,-0.5926909,0.098705485,-0.091333926,0.3813754,0.09940752,-0.023875384,-0.1541165,0.03325154,-0.4098523,-0.050369527,0.06378704,0.2369333,0.3093678,0.3739134,0.03829456,0.5540051,-0.028094174,0.57278067,-0.046179965,-0.110690586,0.33761773,0.33586255
improvements,-0.21111599,0.18451074,0.1594688,0.045758102,0.06909245,0.0973316,-0.11453332,0.1284978,0.15802214,0.12627852,-0.3382807,-0.10769407,0.15449134,0.10864212,0.056710795,-0.41166717,-0.10385707,0.14200461,0.043663137,0.34485388,0.10714164,-0.080948494,0.012988132,-0.3090659,0.23943204,-0.10001697,0.040129125,-0.09754635,-0.07925072,0.03224483,0.026615376,-0.016766945,0.37049955,0.008657025,-0.06051598,0.030434478,0.057439413,-0.2886912,-0.102487355,0.018265888,0.1326235,0.044945057,-0.06460217,-0.0076992875,-0.082678735,0.04028529,0.31413323,-0.17354982,0.0103732515,-0.4417959,0.08529858,-0.003989012,0.060319453,0.3043301,-0.081571326,-0.0054552406,-0.07977107,0.04732682,0.20388912,0.12844601,-0.12522893,0.07998198,-0.33063358,-0.009581913,-0.07913808,-0.010146289,-0.25817767,0.06302678,-0.0866299,0.07880026,-0.059994213,0.10924281,-0.09515223,-0.04700223,0.058800474,0.2969304,0.10258205,0.1335095,0.0941377,0.21642315,0.14183177,-0.036090724,-0.1204362,0.09629209,-0.032783702,-0.14224193,0.055423483,0.09500708,0.09842631,0.091249265,0.23810089,-0.13838416,0.40390483,0.21974963,-0.10444816,-0.27051875,0.04988912,-0.1286041,-0.29202303,-0.025680061
deprecation,-0.022769835,-0.3503322,0.096696995,-0.3450674,-0.2565773,0.26488963,0.4316011,0.052879117,-0.22526054,0.14461453,-0.30603305,-0.074953236,0.114674374,0.07562859,0.3261278,-0.021801976,-0.24603006,0.017388945,-0.13967103,-0.13766596,-0.33214122,0.1991564,0.0013686968,0.036298066,0.053944353,0.002044967,-0.04772438,-0.1565265,-0.017033732,-0.42812368,-0.10017537,-0.06984062,-0.09310134,0.32447538,0.15264986,-0.20504257,0.097173065,0.22616008,-0.07587032,-0.22699857,0.10892821,-0.16155282,-0.293406,-0.15308882,0.26450756,0.3141574,-0.16419382,0.25025317,0.13619764,0.12666228,-0.14429265,0.075142905,0.10874869,-0.12523939,0.018343562,-0.09414818,-0.16647093,-0.23022513,0.24799895,0.027423168,-0.15295795,0.013593787,0.48327193,0.011175064,0.033093605,-0.06554437,0.068471424,0.44771072,0.49777016,0.119059846,-0.27143106,0.027937477,-0.036518756,0.058133602,-0.2520184,-0.23760292,0.21171178,-0.068561986,-0.0028654227,-0.12694144,-0.10409262,0.025615277,-0.018381797,-0.06737858,-0.08931431,-0.17097318,-0.17957516,0.16543438,0.12491776,0.13152826,0.24025644,-0.11288151,0.016275886,0.06202794,0.041929606,0.1432052,0.35708025,-0.09783508,0.18523465,0.003476598
error,0.0016659212,-0.070213996,0.27146763,-0.18779087,0.3336106,-0.75453717,0.6107718,-0.34092286,-0.11987266,-0.40723175,0.3069318,0.24876326,0.17444175,-0.28492698,0.27581403,-0.19360834,0.16987535,-0.08183244,-0.02018271,-0.19695628,-0.4637534,0.30346856,0.32258266,-0.17763433,-0.25632167,-0.120134465,0.39613774,0.3382265,-0.076496124,0.22068933,-0.3952975,0.1259134,0.36411494,0.18953687,0.1880692,-0.32082522,-0.55690145,0.7832508,0.98775405,-0.22196554,-0.10433175,0.21675043,0.39933228,-0.5199408,0.087950625,-0.23758082,0.39444116,0.08767537,0.17960666,0.41510195,0.2188387,-0.2547013,0.19622955,-0.19008389,-0.097353585,-0.05216326,-0.22813411,-0.16605435,0.19135718,-0.48759332,-0.25097862,-0.16613653,-0.56740326,-0.10932604,-0.5707329,-0.2909619,-0.021771992,-0.18185672,0.06554629,0.11637314,-0.07467398,-0.07506863,0.30527028,0.38705835,-0.22270031,0.6935712,-0.010595936,0.03912358,-0.8124482,-0.0105708465,-0.0078051887,0.30350414,-0.03904988,0.025089901,0.31385657,-0.1641876,0.13944858,0.10106832,0.40233335,0.10832623,0.21338446,0.71472275,0.58603454,-0.10162142,-0.48293617,0.32486767,-0.38330218,-0.2983237,-0.15709038,-0.11017586
improve,0.033788424,-0.54395926,0.56479675,-0.14248943,0.09104016,0.27272502,0.10795354,-0.60529566,-0.30768484,-0.62795734,0.17977238,0.20859963,0.04432825,-0.062720336,0.5471397,0.33868104,-0.3288824,0.115065224,-0.20857462,-0.13016419,-0.3683928,0.53467876,-0.29377836,-0.0766812,-0.7102803,-0.07206529,0.05662302,-0.21531737,-0.06924008,-0.2440156,-0.0036301718,-0.14198296,0.2493822,-0.20086898,0.25652084,-0.16997217,-0.43783966,1.1059468,0.60469,0.67276764,0.30292815,-0.017412275,-0.67813563,-0.3443085,-0.26304495,0.5823294,-0.11366436,0.5592356,-0.09353047,-0.40504757,-0.0023132153,0.14150472,0.26093593,0.08379926,0.040620495,-0.06819214,-0.18701832,-0.40778482,0.5503161,-0.41654176,-0.31299275,-0.31470022,0.12045821,0.12900591,-0.23054574,-0.46204248,-0.40358627,0.76555043,0.31234092,0.270159,-0.5167003,-0.040576328,-0.4031727,0.33737355,0.10030071,0.02499547,-0.36606157,-0.051118016,0.28068095,-0.48311543,-0.19800913,0.29070133,0.35687596,-0.014651835,-0.03133291,-0.030015962,0.14469968,0.17196192,0.011109594,0.09399866,-0.30130395,-0.14380205,0.50929374,-0.36205068,-0.3530712,-0.17376883,-0.38926995,0.26450223,-0.18580371,-0.3711776
py,-0.33389968,-0.27588412,-0.244585,0.04632233,0.27780983,-0.084745854,0.013091143,-0.3380503,-0.20714517,-0.28023565,-0.11766366,-0.2631846,0.13932705,-0.03975084,0.47334802,-0.45365366,-0.37177536,0.25902545,-0.024629036,0.2799436,0.021973798,-0.072495684,-0.09218521,-0.076937586,0.47058263,0.053741198,0.021247737,0.27156183,-0.22586788,0.2732531,0.23976319,-0.020788843,0.017757818,0.30482996,-0.08014498,0.0014410233,-0.18489146,0.22119685,0.22592491,-0.08032494,0.15910953,0.103799894,0.15441638,-0.3864232,-0.05431016,-0.07755031,0.10941702,0.1487004,0.189689,0.29437098,0.18909623,-0.06360759,0.05280278,-0.100040175,-0.012682433,0.07194381,0.07450981,-0.043180104,0.12589419,-0.04017469,-0.35622224,0.122760944,0.05636377,-0.18813735,-0.19591689,-0.43721884,-0.15928328,0.40558353,0.5587265,0.21920335,0.24854603,-0.071467295,-0.3825358,0.2277673,-0.07419345,0.38141635,-0.06790525,-0.029285297,0.096240126,-0.15435961,0.07307744,0.0798282,0.23926888,0.0026191126,0.32612935,-0.10042534,-0.27245426,0.11826461,0.047653757,-0.08245206,-0.20350818,-0.13568477,0.34583253,0.25977603,-0.21662456,-0.29216546,-0.06315821,-0.059005518,-0.24854232,-0.07877186
css,-0.22681539,0.18250968,0.36198688,0.24512121,0.3606932,-0.20113826,0.19412835,0.1434495,0.3182696,0.27058586,-0.11324192,-0.181817,0.19445549,0.2901151,0.15773237,-0.3844025,0.13472645,-0.26626652,0.20291653,-0.700545,0.09761205,-0.15371163,0.014685336,-0.23161696,0.5098605,0.21683712,0.103548765,-0.22236776,0.032133877,0.05560743,0.0071724216,0.30161086,0.09512148,-0.12985326,-0.06354583,-0.012869358,-0.28777632,0.26423815,0.380896,-0.30869958,-0.07198071,0.29556456,0.11739074,-0.050677158,-0.10845002,-0.14749256,0.13311587,0.16005525,0.35355476,-0.2427085,-0.388191,0.09140554,-0.062325176,0.1731367,-0.3274666,-0.11500493,-0.3180782,0.34011942,-0.1398347,0.2696488,-0.0625055,-0.2785736,0.44996965,0.07254077,-0.10999986,-0.30069026,0.2638237,0.15027022,-0.10040547,-0.18251154,0.035100374,0.29185325,0.10924685,-0.016324261,0.003052093,0.27215886,-0.2279028,0.10055642,-0.10040332,0.0021809067,0.21769845,-0.054894377,0.058969878,0.05312668,0.2289216,-0.25678274,0.18307419,-0.23512438,0.27791,0.2443405,-0.10578804,-0.016189048,0.24829097,0.45354202,-0.24676766,-0.23879842,0.056331,-0.28913134,0.09306491,0.2144278
command,-0.101204276,-0.16198447,0.1997493,0.15318091,0.053952847,0.1543338,0.15522374,-0.52657974,-0.14308432,-0.14796478,0.08701361,0.27028584,0.19013222,0.017945655,0.43001646,-0.15481779,-0.13788448,-0.037590403,-0.06540863,0.41364735,0.0056163734,-0.015453011,-0.20956098,-0.035777643,-0.3495854,-0.09462705,-0.24943145,0.0013187596,0.040111598,-0.18585567,0.04005765,0.11437055,0.13091405,0.20369087,0.31719622,-0.22701253,-0.29709217,0.33811024,0.21060613,-0.04383159,0.12739237,0.09373723,-0.034077127,-0.016762875,-0.10829846,0.1310093,0.08764765,0.034959428,0.17347385,-0.08489793,0.084803395,0.004969283,0.10992992,0.22158548,0.19011022,-0.07879356,0.13588184,-0.07639876,0.29253623,-0.24279495,-0.24889533,0.16727701,0.03936149,-0.10073099,-0.2608335,-0.07494558,0.043347098,0.12277496,0.284758,0.09454548,-0.03907926,0.0038774216,0.16014129,0.068818316,0.03502996,0.43949065,0.029053548,-0.03910398,-0.60194665,0.22699142,-0.07917879,0.03915152,-0.12054842,0.05809262,0.048169103,-0.26574084,0.037242696,0.19869082,0.09422554,0.06845142,-0.29280543,-0.019272748,0.32760075,0.041923482,0.00157063,-0.09068515,-0.05766706,-0.16718557,-0.10297927,-0.08972895
element,0.106789805,-0.54916865,-0.31461075,0.041077416,-0.25790834,0.40731776,0.8809907,0.12663718,0.038036853,0.44032297,0.074961364,0.08083017,-0.5407204,0.37965596,-0.17995188,0.54190415,-0.47105303,0.06477397,0.12220614,0.36069405,-0.10656103,-0.42354867,0.27202106,0.53132653,-0.392128,0.21684483,-0.51599103,0.10292322,0.13037376,0.49877775,0.22801004,-0.43419155,0.17950185,0.33198422,-0.18573536,0.18179846,0.49131772,-0.19443116,-0.28561562,0.35331938,-0.2789016,-0.29944894,0.35220635,0.1598451,-0.083947495,0.23650981,0.31034285,0.49153602,-0.30798462,0.377287,0.49274984,-0.029252917,-0.10208735,-0.6445571,0.027775,-0.15622082,0.3880984,-0.26731396,-0.3730561,0.29651076,0.18062843,0.34828833,-0.018038366,-0.6544345,0.13727517,0.2579936,0.25479904,-0.111748785,-0.21448918,-0.06356272,0.105819054,0.3617313,0.05862929,0.49071813,0.01332333,0.2464951,0.52951336,-0.24385476,0.025093148,-0.5362722,-0.044270582,0.49179775,-0.26442546,-0.17057116,-0.2758189,-0.3850044,-0.32699013,-0.003150878,0.6805077,0.38405892,-0.4596564,-0.45407906,-0.29422554,-0.01682071,0.1979741,0.36991528,-0.27952173,0.33199388,0.15268742,0.034451913
issue,0.38398227,-0.6490192,-0.6021254,-0.15979666,-0.45748907,0.44157964,-0.2594296,-0.46926495,-0.47941104,0.3760836,0.4466354,-0.40110984,-0.035236105,0.07546044,0.23585412,0.27889025,0.7090128,0.21813954,0.20895253,0.78744924,-0.3692584,-0.7178728,-0.17970511,-0.006553553,-0.1582497,0.4434098,-0.30520695,-0.48811364,-0.55330867,-0.77130777,0.5356763,-0.17219742,0.6599735,0.783222,-0.13296488,0.18852198,0.019875433,-0.48706353,0.4017552,-0.49399516,0.6925993,0.5958548,-0.14117095,-0.4082918,-0.24850948,-0.53129166,-0.17456457,0.40937087,0.16249435,-1.4538637,0.4773938,-0.15140052,-0.042061076,0.39348784,0.45363247,0.28922862,0.21939026,-0.052938353,-0.42170355,0.0010805612,-0.42142895,1.178266,-0.06980886,-0.86587113,-0.4038788,0.2802161,-1.0867834,0.4085188,1.3733885,-1.1034827,-0.48339823,0.2828734,0.7055945,-0.36598426,-0.31084555,0.026076028,-0.12989886,-0.40694395,0.16109838,-0.011564959,-0.011782104,0.31738928,-0.22569081,0.20428064,0.2899886,-0.32914853,0.28971964,-0.17820512,-0.32436016,0.5535237,-0.11660673,-0.22035211,0.86927176,-0.5189345,-0.022365866,0.16447516,-0.030720003,-0.9161055,-0.22587168,-0.5977582
number,0.16460893,-0.3538872,0.56400913,-0.03980933,0.49712524,-0.42386776,0.35916242,-0.24644342,-0.06293059,0.06199424,0.68709797,-0.2723736,0.043548107,0.113487326,0.21947202,0.4269023,-0.2933055,0.28013796,0.42057085,0.66003495,-0.5175163,-0.163696,0.03464789,-0.41328612,-0.11892246,0.13915226,0.3083301,0.016848806,-0.1948609,-0.30031165,-0.13664612,0.6039899,-0.38129413,0.17355108,-0.085573144,-0.42200324,-0.25572774,0.44528463,0.5753647,0.2898703,-0.25384185,0.06481381,-0.32547688,-0.73490673,0.102098316,-0.41613168,-0.1791631,0.5346537,-0.019568034,-0.29195356,-0.31129926,0.18403259,0.13050075,-0.058271915,0.08257449,0.60989887,-0.04619397,-0.09230129,0.2859876,-0.10543064,-0.057869222,0.09334593,0.39679834,-0.4587165,0.01567797,0.29580942,-0.365952,0.28767258,0.6941114,-0.326032,-0.27925065,0.11688232,0.0182299,0.26923573,0.050601248,0.2481957,-0.110318325,0.25756878,-0.23206823,0.120865874,0.05005223,-0.35236344,0.19004118,-0.04186139,0.20391308,-0.47642922,-0.11368566,-0.4017031,0.3027968,0.24299516,-0.24947746,-0.39667007,0.21435888,0.22565262,0.04896423,-0.27829465,-0.3209332,-0.5871169,0.20540924,-0.24123497
automatically,0.16861756,-0.21800274,0.27156782,-0.0857484,-0.22736038,-0.15486144,0.35049152,-0.32118356,-0.15290092,0.25473803,-0.3188763,-0.14957684,0.26672083,-0.118391536,0.15524545,0.16551758,-0.38769883,0.09147905,-0.040001206,-0.26231077,-0.2648651,0.05360923,0.10959467,0.28361702,-0.24664818,-0.0039948463,0.32417753,0.19933014,0.119515836,-0.0005201092,0.27023813,-0.0806515,0.12101173,0.31491587,0.11288456,0.10145855,-0.31636998,-0.08446294,-0.22764999,0.16120818,-0.09988846,-0.04219698,0.021796398,0.12022965,0.26954222,0.04736753,-0.2698471,-0.46777728,-0.103807904,0.16533402,0.0055480106,0.15035579,-0.19535668,-0.044508047,0.13126545,-0.10771402,-0.51796585,-0.09492796,0.2557268,0.33979845,-0.1538822,-0.10938669,-0.2645991,0.16192722,-0.21226315,0.112941325,-0.013808801,0.5825085,0.6186672,0.1734686,0.030112198,-0.44384992,-0.11440388,0.46518508,0.14684314,-0.27102953,-0.096511036,-0.3051252,-0.09616949,-0.013253784,-0.1420827,0.017709427,0.7571174,0.22203884,-0.07744021,-0.16755746,0.08188146,-0.15759844,-0.57488215,-0.09239385,0.057266753,-0.18189771,-0.08446467,-0.09518436,0.03399996,0.16082835,-0.3658585,0.094725564,0.18563196,0.100659035
fixing,-0.080550835,0.41965282,-0.32615453,-0.042000547,0.27552563,0.31887257,-0.28623763,0.21783239,0.0012614238,-0.08195996,0.3490454,-0.071137704,0.7821516,0.24400601,-0.089966536,0.005452297,-0.6906685,0.68003744,-0.27455217,0.0356147,-0.5121153,0.56519663,0.14629874,-0.31062296,0.323344,0.08431174,0.24524328,-0.21856573,0.12312638,-0.08340088,-0.12445324,0.33417344,0.40189186,-0.057870656,-0.031689562,0.20698002,0.057499375,0.107615985,-0.042951092,-0.23338744,-0.07199408,0.19267124,0.30248615,0.24788837,-0.021474807,0.0069552707,0.085649915,-0.40485996,0.22567645,-0.7013279,0.2788834,0.046294454,-0.008306371,-0.23170926,-0.04024072,0.1529935,0.3533542,0.10250154,0.11731034,0.23080172,0.34528133,-0.33490446,-0.48351535,0.18581203,-0.45458505,0.12902485,-0.25087875,0.5752847,-0.22216618,-0.10491552,-0.14114168,-0.3615617,0.106857955,-0.20955975,0.14048536,0.042433634,0.5450074,0.1960615,-0.5926909,0.098705485,-0.091333926,0.3813754,0.09940752,-0.023875384,-0.1541165,0.03325154,-0.4098523,-0.050369527,0.06378704,0.2369333,0.3093678,0.3739134,0.03829456,0.5540051,-0.028094174,0.57278067,-0.046179965,-0.110690586,0.33761773,0.33586255
resolves,0.38563633,0.058971416,-0.27555987,-0.2274867,-0.32388002,0.35656247,0.29807895,-0.0061045447,0.09639568,0.37739205,-0.22999543,-0.41689458,0.023300206,0.29007927,-0.4344936,0.16227041,-0.32088754,-0.056655105,0.46243772,-0.25769818,0.3357038,-0.24668127,0.045511916,0.5994771,0.10791861,-0.52793515,-0.036800362,0.17728828,0.22873363,-0.05887788,0.1439397,-0.258609,-0.042402513,-0.33300012,-0.34967342,0.5043359,0.15395257,-0.23513922,-0.05305082,0.2167916,-0.42197928,-0.17658348,-0.04891901,0.099933304,-0.010243439,-0.19111072,-0.23196094,-0.38389733,-0.21705969,0.4104534,-0.57014096,0.33633605,-0.09507504,0.101617925,-0.2139827,-0.3670917,0.09971604,0.055507313,-0.49401766,0.4675019,-0.021827798,0.40594018,0.29185468,0.23185427,0.15855719,0.4832999,0.19100359,-0.17429757,-0.30667287,0.012615286,0.0027114956,0.07500551,-0.022417506,-0.61100954,0.004015838,-0.33964726,0.332163,-0.013755487,0.5382418,-0.32699397,0.21866176,-0.11748545,-0.21110757,-0.0892241,0.09488727,0.044184368,0.41825777,-0.05556689,0.26686275,-0.09056872,0.21604066,-0.3936002,-0.2643191,-0.37121454,0.072898254,0.41890928,-0.04372713,-0.12973069,0.0038588562,0.17447832
nnn,0.029397994,-0.18566245,-0.0031060935,-0.18228973,-0.17384288,0.19562607,0.36835182,0.5218318,-0.04346744,-0.24929498,-0.17501459,-0.17368683,0.2912186,0.07773768,0.28631508,-0.045837775,-0.15633853,0.109938666,0.2045042,0.029394329,0.07304812,0.16012913,0.015039676,0.10691735,-0.18096016,-0.13825311,0.21147455,-0.2268732,-0.057432722,-0.2371016,-0.35138482,-0.08442207,-0.42907465,0.24298397,0.03511531,0.090510055,0.20023131,-0.06591736,-0.16196898,-0.016712604,0.110409394,-0.15274467,-0.23744003,0.07136129,0.21970941,-0.037105806,-0.2110437,-0.09668204,-0.012132824,-0.21691044,-0.41302833,0.11193948,0.14224802,-0.031969275,0.09917256,-0.18881477,-0.064077616,-0.1711739,0.21069708,0.25947997,0.01464566,0.05430187,0.39409414,0.007902879,-0.35031676,-0.08218653,-0.09892904,0.26211864,0.4298411,0.019594256,-0.2744833,0.049544208,-0.15473714,-0.17145728,0.050531335,-0.13569397,0.21769585,-0.06997073,-0.07628967,-0.3528085,-0.15615663,0.0019923206,-0.18471543,0.12395958,-0.06566512,-0.013125518,0.07663457,-0.06878976,0.07979408,-0.14430192,0.2855663,-0.19862553,-0.19503854,0.18008758,0.20792887,0.14959586,0.028790295,-0.33792114,0.0351583,0.19321534
